hour,minute,avg_n_people,week,day,facility,avg_n_people_rel
4,0,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
4,10,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
4,20,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
4,30,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
4,40,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
4,50,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
5,0,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
5,10,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
5,20,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
5,30,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
5,40,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
5,50,0.0,Weeks 9 and 10,Monday to Thursday,bfit,0.0
6,0,9.0,Weeks 9 and 10,Monday to Thursday,bfit,0.058
6,10,14.0,Weeks 9 and 10,Monday to Thursday,bfit,0.091
6,20,19.0,Weeks 9 and 10,Monday to Thursday,bfit,0.123
6,30,24.0,Weeks 9 and 10,Monday to Thursday,bfit,0.156
6,40,24.0,Weeks 9 and 10,Monday to Thursday,bfit,0.156
6,50,25.0,Weeks 9 and 10,Monday to Thursday,bfit,0.162
7,0,31.0,Weeks 9 and 10,Monday to Thursday,bfit,0.201
7,10,37.0,Weeks 9 and 10,Monday to Thursday,bfit,0.24
7,20,40.0,Weeks 9 and 10,Monday to Thursday,bfit,0.26
7,30,40.0,Weeks 9 and 10,Monday to Thursday,bfit,0.26
7,40,39.0,Weeks 9 and 10,Monday to Thursday,bfit,0.253
7,50,41.0,Weeks 9 and 10,Monday to Thursday,bfit,0.266
8,0,44.0,Weeks 9 and 10,Monday to Thursday,bfit,0.286
8,10,44.0,Weeks 9 and 10,Monday to Thursday,bfit,0.286
8,20,45.0,Weeks 9 and 10,Monday to Thursday,bfit,0.292
8,30,47.0,Weeks 9 and 10,Monday to Thursday,bfit,0.305
8,40,47.0,Weeks 9 and 10,Monday to Thursday,bfit,0.305
8,50,47.0,Weeks 9 and 10,Monday to Thursday,bfit,0.305
9,0,50.0,Weeks 9 and 10,Monday to Thursday,bfit,0.325
9,10,51.0,Weeks 9 and 10,Monday to Thursday,bfit,0.331
9,20,54.0,Weeks 9 and 10,Monday to Thursday,bfit,0.351
9,30,51.0,Weeks 9 and 10,Monday to Thursday,bfit,0.331
9,40,51.0,Weeks 9 and 10,Monday to Thursday,bfit,0.331
9,50,51.0,Weeks 9 and 10,Monday to Thursday,bfit,0.331
10,0,56.0,Weeks 9 and 10,Monday to Thursday,bfit,0.364
10,10,55.0,Weeks 9 and 10,Monday to Thursday,bfit,0.357
10,20,57.0,Weeks 9 and 10,Monday to Thursday,bfit,0.37
10,30,57.0,Weeks 9 and 10,Monday to Thursday,bfit,0.37
10,40,56.0,Weeks 9 and 10,Monday to Thursday,bfit,0.364
10,50,56.0,Weeks 9 and 10,Monday to Thursday,bfit,0.364
11,0,63.0,Weeks 9 and 10,Monday to Thursday,bfit,0.409
11,10,64.0,Weeks 9 and 10,Monday to Thursday,bfit,0.416
11,20,65.0,Weeks 9 and 10,Monday to Thursday,bfit,0.422
11,30,64.0,Weeks 9 and 10,Monday to Thursday,bfit,0.416
11,40,60.0,Weeks 9 and 10,Monday to Thursday,bfit,0.39
11,50,58.0,Weeks 9 and 10,Monday to Thursday,bfit,0.377
12,0,60.0,Weeks 9 and 10,Monday to Thursday,bfit,0.39
12,10,62.0,Weeks 9 and 10,Monday to Thursday,bfit,0.403
12,20,62.0,Weeks 9 and 10,Monday to Thursday,bfit,0.403
12,30,61.0,Weeks 9 and 10,Monday to Thursday,bfit,0.396
12,40,60.0,Weeks 9 and 10,Monday to Thursday,bfit,0.39
12,50,57.0,Weeks 9 and 10,Monday to Thursday,bfit,0.37
13,0,55.0,Weeks 9 and 10,Monday to Thursday,bfit,0.357
13,10,54.0,Weeks 9 and 10,Monday to Thursday,bfit,0.351
13,20,52.0,Weeks 9 and 10,Monday to Thursday,bfit,0.338
13,30,50.0,Weeks 9 and 10,Monday to Thursday,bfit,0.325
13,40,47.0,Weeks 9 and 10,Monday to Thursday,bfit,0.305
13,50,46.0,Weeks 9 and 10,Monday to Thursday,bfit,0.299
14,0,53.0,Weeks 9 and 10,Monday to Thursday,bfit,0.344
14,10,56.0,Weeks 9 and 10,Monday to Thursday,bfit,0.364
14,20,59.0,Weeks 9 and 10,Monday to Thursday,bfit,0.383
14,30,59.0,Weeks 9 and 10,Monday to Thursday,bfit,0.383
14,40,60.0,Weeks 9 and 10,Monday to Thursday,bfit,0.39
14,50,60.0,Weeks 9 and 10,Monday to Thursday,bfit,0.39
15,0,61.0,Weeks 9 and 10,Monday to Thursday,bfit,0.396
15,10,63.0,Weeks 9 and 10,Monday to Thursday,bfit,0.409
15,20,65.0,Weeks 9 and 10,Monday to Thursday,bfit,0.422
15,30,71.0,Weeks 9 and 10,Monday to Thursday,bfit,0.461
15,40,73.0,Weeks 9 and 10,Monday to Thursday,bfit,0.474
15,50,78.0,Weeks 9 and 10,Monday to Thursday,bfit,0.506
16,0,87.0,Weeks 9 and 10,Monday to Thursday,bfit,0.565
16,10,94.0,Weeks 9 and 10,Monday to Thursday,bfit,0.61
16,20,98.0,Weeks 9 and 10,Monday to Thursday,bfit,0.636
16,30,98.0,Weeks 9 and 10,Monday to Thursday,bfit,0.636
16,40,100.0,Weeks 9 and 10,Monday to Thursday,bfit,0.649
16,50,103.0,Weeks 9 and 10,Monday to Thursday,bfit,0.669
17,0,109.0,Weeks 9 and 10,Monday to Thursday,bfit,0.708
17,10,116.0,Weeks 9 and 10,Monday to Thursday,bfit,0.753
17,20,118.0,Weeks 9 and 10,Monday to Thursday,bfit,0.766
17,30,118.0,Weeks 9 and 10,Monday to Thursday,bfit,0.766
17,40,114.0,Weeks 9 and 10,Monday to Thursday,bfit,0.74
17,50,111.0,Weeks 9 and 10,Monday to Thursday,bfit,0.721
18,0,112.0,Weeks 9 and 10,Monday to Thursday,bfit,0.727
18,10,113.0,Weeks 9 and 10,Monday to Thursday,bfit,0.734
18,20,112.0,Weeks 9 and 10,Monday to Thursday,bfit,0.727
18,30,108.0,Weeks 9 and 10,Monday to Thursday,bfit,0.701
18,40,103.0,Weeks 9 and 10,Monday to Thursday,bfit,0.669
18,50,98.0,Weeks 9 and 10,Monday to Thursday,bfit,0.636
19,0,90.0,Weeks 9 and 10,Monday to Thursday,bfit,0.584
19,10,87.0,Weeks 9 and 10,Monday to Thursday,bfit,0.565
19,20,86.0,Weeks 9 and 10,Monday to Thursday,bfit,0.558
19,30,79.0,Weeks 9 and 10,Monday to Thursday,bfit,0.513
19,40,75.0,Weeks 9 and 10,Monday to Thursday,bfit,0.487
19,50,72.0,Weeks 9 and 10,Monday to Thursday,bfit,0.468
20,0,75.0,Weeks 9 and 10,Monday to Thursday,bfit,0.487
20,10,77.0,Weeks 9 and 10,Monday to Thursday,bfit,0.5
20,20,79.0,Weeks 9 and 10,Monday to Thursday,bfit,0.513
20,30,81.0,Weeks 9 and 10,Monday to Thursday,bfit,0.526
20,40,82.0,Weeks 9 and 10,Monday to Thursday,bfit,0.532
20,50,88.0,Weeks 9 and 10,Monday to Thursday,bfit,0.571
21,0,93.0,Weeks 9 and 10,Monday to Thursday,bfit,0.604
21,10,98.0,Weeks 9 and 10,Monday to Thursday,bfit,0.636
21,20,102.0,Weeks 9 and 10,Monday to Thursday,bfit,0.662
21,30,102.0,Weeks 9 and 10,Monday to Thursday,bfit,0.662
21,40,105.0,Weeks 9 and 10,Monday to Thursday,bfit,0.682
21,50,101.0,Weeks 9 and 10,Monday to Thursday,bfit,0.656
22,0,106.0,Weeks 9 and 10,Monday to Thursday,bfit,0.688
22,10,102.0,Weeks 9 and 10,Monday to Thursday,bfit,0.662
22,20,98.0,Weeks 9 and 10,Monday to Thursday,bfit,0.636
22,30,96.0,Weeks 9 and 10,Monday to Thursday,bfit,0.623
22,40,94.0,Weeks 9 and 10,Monday to Thursday,bfit,0.61
22,50,90.0,Weeks 9 and 10,Monday to Thursday,bfit,0.584
23,0,90.0,Weeks 9 and 10,Monday to Thursday,bfit,0.584
23,10,90.0,Weeks 9 and 10,Monday to Thursday,bfit,0.584
23,20,86.0,Weeks 9 and 10,Monday to Thursday,bfit,0.558
23,30,83.0,Weeks 9 and 10,Monday to Thursday,bfit,0.539
23,40,81.0,Weeks 9 and 10,Monday to Thursday,bfit,0.526
23,50,75.0,Weeks 9 and 10,Monday to Thursday,bfit,0.487
0,0,54.0,Weeks 9 and 10,Friday,bfit,0.351
0,10,51.0,Weeks 9 and 10,Friday,bfit,0.331
0,20,46.0,Weeks 9 and 10,Friday,bfit,0.299
0,30,42.0,Weeks 9 and 10,Friday,bfit,0.273
0,40,34.0,Weeks 9 and 10,Friday,bfit,0.221
0,50,24.0,Weeks 9 and 10,Friday,bfit,0.156
1,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
6,0,7.0,Weeks 9 and 10,Friday,bfit,0.045
6,10,11.0,Weeks 9 and 10,Friday,bfit,0.071
6,20,13.0,Weeks 9 and 10,Friday,bfit,0.084
6,30,16.0,Weeks 9 and 10,Friday,bfit,0.104
6,40,17.0,Weeks 9 and 10,Friday,bfit,0.11
6,50,19.0,Weeks 9 and 10,Friday,bfit,0.123
7,0,20.0,Weeks 9 and 10,Friday,bfit,0.13
7,10,24.0,Weeks 9 and 10,Friday,bfit,0.156
7,20,23.0,Weeks 9 and 10,Friday,bfit,0.149
7,30,24.0,Weeks 9 and 10,Friday,bfit,0.156
7,40,27.0,Weeks 9 and 10,Friday,bfit,0.175
7,50,30.0,Weeks 9 and 10,Friday,bfit,0.195
8,0,30.0,Weeks 9 and 10,Friday,bfit,0.195
8,10,32.0,Weeks 9 and 10,Friday,bfit,0.208
8,20,32.0,Weeks 9 and 10,Friday,bfit,0.208
8,30,34.0,Weeks 9 and 10,Friday,bfit,0.221
8,40,33.0,Weeks 9 and 10,Friday,bfit,0.214
8,50,33.0,Weeks 9 and 10,Friday,bfit,0.214
9,0,36.0,Weeks 9 and 10,Friday,bfit,0.234
9,10,34.0,Weeks 9 and 10,Friday,bfit,0.221
9,20,33.0,Weeks 9 and 10,Friday,bfit,0.214
9,30,33.0,Weeks 9 and 10,Friday,bfit,0.214
9,40,36.0,Weeks 9 and 10,Friday,bfit,0.234
9,50,38.0,Weeks 9 and 10,Friday,bfit,0.247
10,0,44.0,Weeks 9 and 10,Friday,bfit,0.286
10,10,47.0,Weeks 9 and 10,Friday,bfit,0.305
10,20,47.0,Weeks 9 and 10,Friday,bfit,0.305
10,30,53.0,Weeks 9 and 10,Friday,bfit,0.344
10,40,52.0,Weeks 9 and 10,Friday,bfit,0.338
10,50,53.0,Weeks 9 and 10,Friday,bfit,0.344
11,0,59.0,Weeks 9 and 10,Friday,bfit,0.383
11,10,60.0,Weeks 9 and 10,Friday,bfit,0.39
11,20,58.0,Weeks 9 and 10,Friday,bfit,0.377
11,30,56.0,Weeks 9 and 10,Friday,bfit,0.364
11,40,52.0,Weeks 9 and 10,Friday,bfit,0.338
11,50,48.0,Weeks 9 and 10,Friday,bfit,0.312
12,0,56.0,Weeks 9 and 10,Friday,bfit,0.364
12,10,57.0,Weeks 9 and 10,Friday,bfit,0.37
12,20,59.0,Weeks 9 and 10,Friday,bfit,0.383
12,30,58.0,Weeks 9 and 10,Friday,bfit,0.377
12,40,57.0,Weeks 9 and 10,Friday,bfit,0.37
12,50,58.0,Weeks 9 and 10,Friday,bfit,0.377
13,0,55.0,Weeks 9 and 10,Friday,bfit,0.357
13,10,55.0,Weeks 9 and 10,Friday,bfit,0.357
13,20,54.0,Weeks 9 and 10,Friday,bfit,0.351
13,30,48.0,Weeks 9 and 10,Friday,bfit,0.312
13,40,44.0,Weeks 9 and 10,Friday,bfit,0.286
13,50,42.0,Weeks 9 and 10,Friday,bfit,0.273
14,0,42.0,Weeks 9 and 10,Friday,bfit,0.273
14,10,44.0,Weeks 9 and 10,Friday,bfit,0.286
14,20,49.0,Weeks 9 and 10,Friday,bfit,0.318
14,30,52.0,Weeks 9 and 10,Friday,bfit,0.338
14,40,48.0,Weeks 9 and 10,Friday,bfit,0.312
14,50,50.0,Weeks 9 and 10,Friday,bfit,0.325
15,0,56.0,Weeks 9 and 10,Friday,bfit,0.364
15,10,56.0,Weeks 9 and 10,Friday,bfit,0.364
15,20,59.0,Weeks 9 and 10,Friday,bfit,0.383
15,30,61.0,Weeks 9 and 10,Friday,bfit,0.396
15,40,60.0,Weeks 9 and 10,Friday,bfit,0.39
15,50,61.0,Weeks 9 and 10,Friday,bfit,0.396
16,0,65.0,Weeks 9 and 10,Friday,bfit,0.422
16,10,72.0,Weeks 9 and 10,Friday,bfit,0.468
16,20,78.0,Weeks 9 and 10,Friday,bfit,0.506
16,30,86.0,Weeks 9 and 10,Friday,bfit,0.558
16,40,92.0,Weeks 9 and 10,Friday,bfit,0.597
16,50,92.0,Weeks 9 and 10,Friday,bfit,0.597
17,0,96.0,Weeks 9 and 10,Friday,bfit,0.623
17,10,98.0,Weeks 9 and 10,Friday,bfit,0.636
17,20,107.0,Weeks 9 and 10,Friday,bfit,0.695
17,30,109.0,Weeks 9 and 10,Friday,bfit,0.708
17,40,110.0,Weeks 9 and 10,Friday,bfit,0.714
17,50,106.0,Weeks 9 and 10,Friday,bfit,0.688
18,0,103.0,Weeks 9 and 10,Friday,bfit,0.669
18,10,105.0,Weeks 9 and 10,Friday,bfit,0.682
18,20,102.0,Weeks 9 and 10,Friday,bfit,0.662
18,30,96.0,Weeks 9 and 10,Friday,bfit,0.623
18,40,96.0,Weeks 9 and 10,Friday,bfit,0.623
18,50,94.0,Weeks 9 and 10,Friday,bfit,0.61
19,0,86.0,Weeks 9 and 10,Friday,bfit,0.558
19,10,88.0,Weeks 9 and 10,Friday,bfit,0.571
19,20,84.0,Weeks 9 and 10,Friday,bfit,0.545
19,30,83.0,Weeks 9 and 10,Friday,bfit,0.539
19,40,74.0,Weeks 9 and 10,Friday,bfit,0.481
19,50,74.0,Weeks 9 and 10,Friday,bfit,0.481
20,0,75.0,Weeks 9 and 10,Friday,bfit,0.487
20,10,80.0,Weeks 9 and 10,Friday,bfit,0.519
20,20,77.0,Weeks 9 and 10,Friday,bfit,0.5
20,30,80.0,Weeks 9 and 10,Friday,bfit,0.519
20,40,82.0,Weeks 9 and 10,Friday,bfit,0.532
20,50,78.0,Weeks 9 and 10,Friday,bfit,0.506
21,0,72.0,Weeks 9 and 10,Friday,bfit,0.468
21,10,60.0,Weeks 9 and 10,Friday,bfit,0.39
21,20,49.0,Weeks 9 and 10,Friday,bfit,0.318
21,30,36.0,Weeks 9 and 10,Friday,bfit,0.234
21,40,27.0,Weeks 9 and 10,Friday,bfit,0.175
21,50,16.0,Weeks 9 and 10,Friday,bfit,0.104
22,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
0,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
8,0,12.0,Weeks 9 and 10,Saturday,bfit,0.078
8,10,22.0,Weeks 9 and 10,Saturday,bfit,0.143
8,20,26.0,Weeks 9 and 10,Saturday,bfit,0.169
8,30,31.0,Weeks 9 and 10,Saturday,bfit,0.201
8,40,35.0,Weeks 9 and 10,Saturday,bfit,0.227
8,50,38.0,Weeks 9 and 10,Saturday,bfit,0.247
9,0,47.0,Weeks 9 and 10,Saturday,bfit,0.305
9,10,50.0,Weeks 9 and 10,Saturday,bfit,0.325
9,20,54.0,Weeks 9 and 10,Saturday,bfit,0.351
9,30,54.0,Weeks 9 and 10,Saturday,bfit,0.351
9,40,53.0,Weeks 9 and 10,Saturday,bfit,0.344
9,50,52.0,Weeks 9 and 10,Saturday,bfit,0.338
10,0,54.0,Weeks 9 and 10,Saturday,bfit,0.351
10,10,55.0,Weeks 9 and 10,Saturday,bfit,0.357
10,20,57.0,Weeks 9 and 10,Saturday,bfit,0.37
10,30,54.0,Weeks 9 and 10,Saturday,bfit,0.351
10,40,58.0,Weeks 9 and 10,Saturday,bfit,0.377
10,50,58.0,Weeks 9 and 10,Saturday,bfit,0.377
11,0,57.0,Weeks 9 and 10,Saturday,bfit,0.37
11,10,53.0,Weeks 9 and 10,Saturday,bfit,0.344
11,20,50.0,Weeks 9 and 10,Saturday,bfit,0.325
11,30,50.0,Weeks 9 and 10,Saturday,bfit,0.325
11,40,48.0,Weeks 9 and 10,Saturday,bfit,0.312
11,50,48.0,Weeks 9 and 10,Saturday,bfit,0.312
12,0,56.0,Weeks 9 and 10,Saturday,bfit,0.364
12,10,59.0,Weeks 9 and 10,Saturday,bfit,0.383
12,20,61.0,Weeks 9 and 10,Saturday,bfit,0.396
12,30,69.0,Weeks 9 and 10,Saturday,bfit,0.448
12,40,66.0,Weeks 9 and 10,Saturday,bfit,0.429
12,50,58.0,Weeks 9 and 10,Saturday,bfit,0.377
13,0,56.0,Weeks 9 and 10,Saturday,bfit,0.364
13,10,56.0,Weeks 9 and 10,Saturday,bfit,0.364
13,20,51.0,Weeks 9 and 10,Saturday,bfit,0.331
13,30,50.0,Weeks 9 and 10,Saturday,bfit,0.325
13,40,49.0,Weeks 9 and 10,Saturday,bfit,0.318
13,50,48.0,Weeks 9 and 10,Saturday,bfit,0.312
14,0,45.0,Weeks 9 and 10,Saturday,bfit,0.292
14,10,46.0,Weeks 9 and 10,Saturday,bfit,0.299
14,20,49.0,Weeks 9 and 10,Saturday,bfit,0.318
14,30,50.0,Weeks 9 and 10,Saturday,bfit,0.325
14,40,45.0,Weeks 9 and 10,Saturday,bfit,0.292
14,50,43.0,Weeks 9 and 10,Saturday,bfit,0.279
15,0,44.0,Weeks 9 and 10,Saturday,bfit,0.286
15,10,51.0,Weeks 9 and 10,Saturday,bfit,0.331
15,20,54.0,Weeks 9 and 10,Saturday,bfit,0.351
15,30,59.0,Weeks 9 and 10,Saturday,bfit,0.383
15,40,67.0,Weeks 9 and 10,Saturday,bfit,0.435
15,50,65.0,Weeks 9 and 10,Saturday,bfit,0.422
16,0,74.0,Weeks 9 and 10,Saturday,bfit,0.481
16,10,80.0,Weeks 9 and 10,Saturday,bfit,0.519
16,20,78.0,Weeks 9 and 10,Saturday,bfit,0.506
16,30,79.0,Weeks 9 and 10,Saturday,bfit,0.513
16,40,87.0,Weeks 9 and 10,Saturday,bfit,0.565
16,50,84.0,Weeks 9 and 10,Saturday,bfit,0.545
17,0,92.0,Weeks 9 and 10,Saturday,bfit,0.597
17,10,96.0,Weeks 9 and 10,Saturday,bfit,0.623
17,20,97.0,Weeks 9 and 10,Saturday,bfit,0.63
17,30,96.0,Weeks 9 and 10,Saturday,bfit,0.623
17,40,94.0,Weeks 9 and 10,Saturday,bfit,0.61
17,50,95.0,Weeks 9 and 10,Saturday,bfit,0.617
18,0,93.0,Weeks 9 and 10,Saturday,bfit,0.604
18,10,101.0,Weeks 9 and 10,Saturday,bfit,0.656
18,20,107.0,Weeks 9 and 10,Saturday,bfit,0.695
18,30,108.0,Weeks 9 and 10,Saturday,bfit,0.701
18,40,117.0,Weeks 9 and 10,Saturday,bfit,0.76
18,50,120.0,Weeks 9 and 10,Saturday,bfit,0.779
19,0,119.0,Weeks 9 and 10,Saturday,bfit,0.773
19,10,116.0,Weeks 9 and 10,Saturday,bfit,0.753
19,20,113.0,Weeks 9 and 10,Saturday,bfit,0.734
19,30,100.0,Weeks 9 and 10,Saturday,bfit,0.649
19,40,82.0,Weeks 9 and 10,Saturday,bfit,0.532
19,50,63.0,Weeks 9 and 10,Saturday,bfit,0.409
20,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
